322.00,116.00,0.00,196.00,10.00,818.00,813.00,28.00,29.77
424.00,22.00,132.00,168.00,8.92,822.00,750.00,56.00,74.36
252.50,0.00,0.00,185.70,0.00,1111.60,784.30,7.00,11.48
298.10,0.00,107.50,163.60,12.80,953.20,784.00,28.00,35.87
166.09,0.00,163.27,176.46,4.49,1058.60,780.09,28.00,21.54
149.00,109.00,139.00,193.00,6.00,892.00,780.00,28.00,28.70
387.00,20.00,94.00,157.00,14.32,938.00,845.00,28.00,50.24
167.95,42.08,163.83,121.75,5.72,1058.70,780.11,100.00,39.23
310.00,142.80,0.00,167.90,10.00,914.30,804.00,28.00,45.30
313.00,145.00,0.00,178.00,8.00,1002.00,689.00,28.00,41.05
389.90,189.00,0.00,145.90,22.00,944.70,755.80,3.00,40.60
295.80,0.00,0.00,185.70,0.00,1091.40,769.30,7.00,14.84
249.10,0.00,98.75,158.11,12.80,987.76,889.01,28.00,30.85
251.37,0.00,118.27,188.45,5.75,1028.40,757.73,56.00,36.97
116.00,173.00,0.00,192.00,0.00,909.80,891.90,3.00,6.28
252.00,0.00,0.00,185.00,0.00,1111.00,784.00,7.00,13.71
251.37,0.00,118.27,188.45,5.75,1028.40,757.73,100.00,43.58
165.00,0.02,143.57,163.81,0.00,1005.60,900.90,14.00,16.88
143.00,131.00,168.00,217.00,6.00,891.00,672.00,28.00,26.42
310.00,0.00,0.00,192.00,0.00,1012.00,830.00,120.00,38.70
145.70,172.60,0.00,181.90,3.40,985.80,816.80,28.00,23.74
153.10,145.00,113.00,178.50,8.00,1001.90,688.70,28.00,25.56
284.00,15.00,141.00,179.00,5.46,842.00,801.00,7.00,24.13
214.90,53.80,121.89,155.63,9.61,1014.30,780.58,28.00,52.20
349.00,0.00,0.00,192.00,0.00,1056.00,809.00,90.00,40.66
200.00,133.00,0.00,192.00,0.00,965.40,806.20,90.00,43.25
323.70,282.80,0.00,183.80,10.30,942.70,659.90,7.00,49.80
252.31,0.00,98.75,146.25,14.17,987.76,889.01,28.00,50.60
331.00,0.00,0.00,192.00,0.00,978.00,825.00,90.00,37.23
475.00,0.00,0.00,228.00,0.00,932.00,594.00,270.00,42.13
285.00,190.00,0.00,163.00,7.60,1031.00,685.00,28.00,53.58
155.00,0.00,143.00,193.00,9.00,1047.00,697.00,28.00,12.46
500.00,0.00,0.00,200.00,0.00,1125.00,613.00,3.00,26.06
318.00,126.00,0.00,210.00,6.00,861.00,737.00,28.00,31.77
218.85,0.00,124.13,158.49,11.33,1078.70,794.91,3.00,15.34
310.00,0.00,0.00,192.00,0.00,970.00,850.00,7.00,14.99
186.20,124.10,0.00,185.70,0.00,1083.40,764.30,28.00,17.60
218.85,0.00,124.13,158.49,11.33,1078.70,794.91,100.00,46.23
425.00,106.30,0.00,153.50,16.50,852.10,887.10,91.00,65.20
139.60,209.40,0.00,192.00,0.00,1047.00,806.90,28.00,28.24
249.10,0.00,98.75,158.11,12.80,987.76,889.01,100.00,51.06
231.75,0.00,121.62,173.96,6.72,1056.40,778.45,100.00,45.84
272.60,0.00,89.60,198.70,10.60,931.30,762.20,28.00,32.25
359.00,19.00,141.00,154.00,10.91,942.00,801.00,56.00,66.78
387.00,20.00,94.00,157.00,13.93,938.00,845.00,7.00,45.90
280.00,129.00,100.00,172.00,9.00,825.00,805.00,28.00,52.82
380.00,95.00,0.00,228.00,0.00,932.00,594.00,270.00,41.15
281.00,0.00,0.00,186.00,0.00,1104.00,774.00,28.00,22.44
297.16,0.00,117.54,174.80,9.52,1022.80,753.45,56.00,51.96
287.00,121.00,94.00,188.00,9.00,904.00,696.00,28.00,41.94
294.00,106.00,136.00,207.00,6.00,747.00,778.00,28.00,41.27
166.09,0.00,163.27,176.46,4.49,1058.60,780.09,3.00,10.76
168.88,42.22,124.25,158.33,10.83,1080.80,796.15,14.00,23.51
313.30,262.20,0.00,175.50,8.60,1046.90,611.80,91.00,66.60
214.90,53.80,121.89,155.63,9.61,1014.30,780.58,100.00,56.63
132.00,207.00,161.00,179.00,5.00,867.00,736.00,28.00,33.30
362.60,189.00,0.00,164.90,11.60,944.70,755.80,7.00,22.90
148.00,180.00,0.00,183.00,11.00,972.00,757.00,28.00,18.52
178.03,129.80,118.60,179.94,3.57,1007.30,746.80,14.00,34.24
355.00,19.00,97.00,145.00,12.25,967.00,871.00,28.00,55.45
155.00,184.00,143.00,194.00,9.00,880.00,699.00,28.00,28.99
381.40,0.00,0.00,185.70,0.00,1104.60,784.30,7.00,14.54
250.00,0.00,95.69,191.84,5.33,948.90,857.20,3.00,8.49
397.00,0.00,0.00,185.00,0.00,1040.00,734.00,28.00,39.09
236.90,91.70,71.50,246.90,6.00,852.90,695.40,28.00,28.63
322.00,149.00,0.00,186.00,8.00,951.00,709.00,28.00,52.42
277.00,0.00,0.00,191.00,0.00,968.00,856.00,360.00,33.70
273.00,82.00,105.00,210.00,9.00,904.00,680.00,28.00,34.99
214.90,53.80,121.89,155.63,9.61,1014.30,780.58,14.00,38.60
266.00,114.00,0.00,228.00,0.00,932.00,670.00,90.00,47.03
289.00,133.70,0.00,194.90,5.50,924.10,760.10,28.00,46.25
159.00,187.00,0.00,176.00,11.00,990.00,789.00,28.00,32.76
165.00,128.50,132.10,175.06,8.08,1005.80,746.60,14.00,33.09
172.38,13.61,172.37,156.76,4.14,1006.30,856.40,28.00,33.69
362.60,189.00,0.00,164.90,11.60,944.70,755.80,56.00,77.30
102.00,153.00,0.00,192.00,0.00,887.00,942.00,90.00,25.46
290.35,0.00,96.18,168.08,9.41,961.18,865.00,3.00,22.50
446.00,24.00,79.00,162.00,11.64,967.00,712.00,28.00,44.42
194.30,0.30,240.00,234.20,8.90,780.60,811.30,28.00,38.46
297.16,0.00,117.54,174.80,9.52,1022.80,753.45,100.00,56.74
172.00,162.10,238.50,166.00,7.40,953.30,641.40,28.00,41.54
427.50,47.50,0.00,228.00,0.00,932.00,594.00,90.00,41.54
192.00,288.00,0.00,192.00,0.00,929.80,716.10,3.00,12.79
165.00,0.02,143.57,163.81,0.00,1005.60,900.90,100.00,37.96
260.00,101.00,78.00,171.00,10.00,936.00,763.00,28.00,49.77
182.04,45.21,121.97,170.21,8.19,1059.40,780.65,100.00,48.67
310.00,0.00,0.00,192.00,0.00,970.00,850.00,180.00,37.33
350.00,0.00,0.00,186.00,0.00,1050.00,770.00,28.00,34.29
143.80,136.30,106.20,178.10,7.50,941.50,774.30,28.00,26.15
385.00,0.00,0.00,186.00,0.00,966.00,763.00,3.00,14.70
516.00,0.00,0.00,162.00,8.20,801.00,802.00,28.00,41.37
289.00,0.00,0.00,192.00,0.00,913.20,895.30,28.00,25.57
213.74,0.00,174.74,154.79,10.16,1053.50,776.35,28.00,40.15
167.95,42.08,163.83,121.75,5.72,1058.70,780.11,3.00,7.75
255.00,0.00,0.00,192.00,0.00,889.80,945.00,28.00,18.75
349.00,0.00,0.00,192.00,0.00,1047.00,806.90,3.00,15.05
140.00,1.40,198.10,174.90,4.40,1049.90,780.50,28.00,30.83
381.40,0.00,0.00,185.70,0.00,1104.60,784.30,28.00,22.49
160.00,0.00,250.00,168.00,12.00,1049.00,688.00,28.00,37.66
194.68,0.00,100.52,165.62,7.48,1006.40,905.90,14.00,24.99
181.38,0.00,167.01,169.59,7.56,1055.60,777.80,28.00,27.77
388.60,97.10,0.00,157.90,12.10,852.10,925.70,7.00,34.90
145.00,0.00,134.00,181.00,11.00,979.00,812.00,28.00,13.20
238.10,0.00,0.00,185.70,0.00,1118.80,789.30,7.00,10.34
218.85,0.00,124.13,158.49,11.33,1078.70,794.91,28.00,30.22
291.00,105.00,0.00,205.00,6.00,859.00,797.00,28.00,27.62
212.07,0.00,121.62,180.31,5.69,1057.60,779.32,100.00,39.61
333.00,0.00,0.00,192.00,0.00,931.20,842.60,90.00,41.68
313.80,0.00,112.60,169.90,10.10,925.30,782.90,28.00,38.46
401.80,94.70,0.00,147.40,11.40,946.80,852.10,28.00,68.50
258.80,88.00,239.60,175.30,7.60,938.90,646.00,28.00,50.50
210.70,316.10,0.00,185.70,0.00,977.00,689.30,7.00,21.82
186.20,124.10,0.00,185.70,0.00,1083.40,764.30,7.00,8.00
167.95,42.08,163.83,121.75,5.72,1058.70,780.11,56.00,32.85
159.80,250.00,0.00,168.40,12.20,1049.30,688.20,28.00,39.46
350.00,0.00,0.00,203.00,0.00,974.00,775.00,56.00,29.98
425.00,106.30,0.00,153.50,16.50,852.10,887.10,56.00,64.30
266.00,114.00,0.00,228.00,0.00,932.00,670.00,270.00,51.73
237.50,237.50,0.00,228.00,0.00,932.00,594.00,365.00,39.00
154.00,141.00,181.00,234.00,11.00,797.00,683.00,28.00,33.51
190.68,0.00,125.40,162.14,7.77,1090.00,804.01,14.00,21.06
297.80,137.20,106.90,201.30,6.00,878.40,655.30,28.00,53.52
540.00,0.00,0.00,173.00,0.00,1125.00,613.00,270.00,74.17
200.00,133.00,0.00,192.00,0.00,965.40,806.20,7.00,17.17
475.00,0.00,0.00,228.00,0.00,932.00,594.00,90.00,42.23
333.00,0.00,0.00,192.00,0.00,931.20,842.60,28.00,31.97
150.00,236.80,0.00,173.80,11.90,1069.30,674.80,28.00,37.43
248.30,101.00,239.10,168.90,7.70,954.20,640.60,28.00,49.97
375.00,0.00,0.00,186.00,0.00,1038.00,758.00,28.00,38.21
136.00,162.00,126.00,172.00,10.00,923.00,764.00,28.00,29.07
305.00,0.00,100.00,196.00,10.00,959.00,705.00,28.00,30.12
139.60,209.40,0.00,192.00,0.00,1047.00,806.90,90.00,39.36
427.50,47.50,0.00,228.00,0.00,932.00,594.00,365.00,43.70
237.50,237.50,0.00,228.00,0.00,932.00,594.00,90.00,33.12
156.00,243.00,0.00,180.00,11.00,1022.00,698.00,28.00,37.36
531.30,0.00,0.00,141.80,28.20,852.10,893.70,56.00,58.80
194.68,0.00,100.52,165.62,7.48,1006.40,905.90,100.00,37.34
491.00,26.00,123.00,210.00,3.93,882.00,699.00,28.00,55.55
321.00,164.00,0.00,190.00,5.00,870.00,774.00,28.00,57.21
313.00,0.00,0.00,178.00,8.00,1000.00,822.00,28.00,25.10
212.00,141.30,0.00,203.50,0.00,973.40,750.00,28.00,33.00
531.30,0.00,0.00,141.80,28.20,852.10,893.70,91.00,59.20
178.03,129.80,118.60,179.94,3.57,1007.30,746.80,100.00,49.99
362.60,189.00,0.00,164.90,11.60,944.70,755.80,3.00,35.30
251.37,0.00,118.27,192.94,5.75,1043.60,754.30,56.00,39.27
525.00,0.00,0.00,189.00,0.00,1125.00,613.00,28.00,55.94
362.60,189.00,0.00,164.90,11.60,944.70,755.80,91.00,79.30
229.97,0.00,118.31,195.47,4.63,1029.40,758.59,3.00,10.03
154.00,144.00,112.00,220.00,10.00,923.00,658.00,28.00,16.50
313.00,145.00,0.00,178.00,8.00,867.00,824.00,28.00,44.39
295.71,0.00,95.64,171.54,8.87,955.14,859.20,14.00,35.23
250.00,0.00,95.69,191.84,5.33,948.90,857.20,100.00,41.16
212.52,0.00,100.37,159.32,8.71,1007.80,903.59,100.00,42.92
308.00,111.00,142.00,217.00,10.00,783.00,686.00,28.00,42.08
275.07,0.00,121.35,159.48,9.90,1053.60,777.50,14.00,38.77
500.10,0.00,0.00,200.00,3.00,1124.40,613.20,28.00,44.13
295.00,0.00,0.00,185.00,0.00,1069.00,769.00,7.00,14.80
288.40,121.00,0.00,177.40,7.00,907.90,829.50,28.00,42.14
151.00,0.00,185.00,167.00,16.00,1074.00,678.00,28.00,13.46
212.07,0.00,121.62,180.31,5.69,1057.60,779.32,56.00,34.20
149.00,236.00,0.00,176.00,13.00,847.00,893.00,28.00,32.96
203.50,135.70,0.00,185.70,0.00,1076.20,759.30,7.00,11.96
102.00,153.00,0.00,192.00,0.00,887.00,942.00,28.00,17.28
172.38,13.61,172.37,156.76,4.14,1006.30,856.40,100.00,37.68
200.00,0.00,0.00,180.00,0.00,1125.00,845.00,7.00,7.84
387.00,20.00,94.00,157.00,14.32,938.00,845.00,56.00,56.34
379.50,151.20,0.00,153.90,15.90,1134.30,605.00,7.00,47.10
159.00,149.00,116.00,175.00,15.00,953.00,720.00,28.00,27.68
298.20,0.00,107.00,209.70,11.10,879.60,744.20,28.00,31.88
261.00,78.00,100.00,201.00,9.00,864.00,761.00,28.00,34.18
298.00,137.00,107.00,201.00,6.00,878.00,655.00,28.00,53.52
165.00,0.00,150.00,182.00,12.00,1023.00,729.00,28.00,18.03
137.00,167.00,214.00,226.00,6.00,708.00,757.00,28.00,34.45
192.00,288.00,0.00,192.00,0.00,929.80,716.10,7.00,21.48
314.00,0.00,161.00,207.00,6.00,851.00,757.00,28.00,41.14
213.72,98.05,24.51,181.71,6.86,1065.80,785.38,3.00,18.00
246.83,0.00,125.08,143.30,11.99,1086.80,800.89,14.00,42.22
385.00,0.00,0.00,186.00,0.00,966.00,763.00,7.00,23.22
436.00,0.00,0.00,218.00,0.00,838.40,719.70,28.00,23.85
446.00,24.00,79.00,162.00,11.61,967.00,712.00,56.00,61.07
385.00,0.00,0.00,186.00,0.00,966.00,763.00,14.00,27.92
275.07,0.00,121.35,159.48,9.90,1053.60,777.50,28.00,51.33
310.00,143.00,0.00,168.00,10.00,914.00,804.00,28.00,45.30
167.95,42.08,163.83,121.75,5.72,1058.70,780.11,28.00,24.24
287.00,94.00,121.00,188.00,9.00,904.00,696.00,28.00,43.01
393.00,0.00,0.00,192.00,0.00,940.60,785.60,28.00,39.60
250.00,180.00,95.00,159.00,9.45,860.00,800.00,28.00,67.87
446.00,24.00,79.00,162.00,11.64,967.00,712.00,3.00,25.02
165.00,0.02,143.57,163.81,0.00,1005.60,900.90,28.00,26.20
252.31,0.00,98.75,146.25,14.17,987.76,889.01,100.00,60.95
173.54,50.05,173.53,164.77,6.47,1006.20,793.50,14.00,33.01
318.80,212.50,0.00,155.70,14.30,852.10,880.40,56.00,66.10
307.00,0.00,0.00,193.00,0.00,968.00,812.00,3.00,12.54
166.80,250.20,0.00,203.50,0.00,975.60,692.60,7.00,15.75
141.30,212.00,0.00,203.50,0.00,971.80,748.50,90.00,39.66
304.00,76.00,0.00,228.00,0.00,932.00,670.00,28.00,47.81
316.10,210.70,0.00,185.70,0.00,977.00,689.30,7.00,24.44
213.76,98.06,24.52,181.74,6.65,1066.00,785.52,56.00,47.13
251.37,0.00,118.27,188.45,6.35,1028.40,757.73,56.00,36.64
252.31,0.00,98.75,146.25,14.17,987.76,889.01,3.00,21.78
198.60,132.40,0.00,192.00,0.00,978.40,825.50,360.00,44.30
160.00,146.00,188.00,203.00,11.00,829.00,710.00,28.00,33.51
246.83,0.00,125.08,143.30,11.99,1086.80,800.89,56.00,60.32
212.52,0.00,100.37,159.32,8.71,1007.80,903.59,14.00,26.31
475.00,118.80,0.00,181.10,8.90,852.10,781.50,7.00,55.60
248.00,101.00,239.90,169.10,7.70,949.90,644.10,28.00,50.23
136.00,196.00,98.00,199.00,6.00,847.00,783.00,28.00,26.97
475.00,118.80,0.00,181.10,8.90,852.10,781.50,3.00,37.80
233.81,0.00,94.58,197.89,4.57,947.04,852.16,3.00,10.38
122.60,183.90,0.00,203.50,0.00,958.20,800.10,90.00,33.19
425.00,106.30,0.00,153.50,16.50,852.10,887.10,7.00,49.20
425.00,106.30,0.00,153.50,16.50,852.10,887.10,28.00,60.29
194.68,0.00,100.52,165.62,7.48,1006.40,905.90,3.00,12.45
151.80,178.10,138.70,167.50,18.30,944.00,694.60,28.00,36.35
237.50,237.50,0.00,228.00,0.00,932.00,594.00,28.00,30.08
350.00,0.00,0.00,203.00,0.00,974.00,775.00,28.00,27.34
299.80,0.00,119.80,211.50,9.90,878.20,727.60,28.00,23.84
172.38,13.61,172.37,156.76,4.14,1006.30,856.40,14.00,29.75
155.00,183.00,0.00,193.00,9.00,877.00,868.00,28.00,23.79
213.72,98.05,24.51,181.71,6.86,1065.80,785.38,14.00,30.39
200.00,133.00,0.00,192.00,0.00,965.40,806.20,3.00,11.41
166.00,0.00,260.00,183.00,13.00,859.00,827.00,28.00,40.34
362.60,189.00,0.00,164.90,11.60,944.70,755.80,56.00,77.30
213.72,98.05,24.51,181.71,6.86,1065.80,785.38,100.00,53.90
469.00,117.20,0.00,137.80,32.20,852.10,840.50,56.00,69.30
147.80,175.10,0.00,171.20,2.20,1000.00,828.50,28.00,26.92
309.00,0.00,142.00,218.00,10.00,912.00,680.00,28.00,38.59
380.00,0.00,0.00,228.00,0.00,932.00,670.00,90.00,52.91
298.00,0.00,107.00,210.00,11.00,880.00,744.00,28.00,31.87
376.00,0.00,0.00,214.60,0.00,1003.50,762.36,56.00,36.30
202.00,11.00,141.00,206.00,1.72,942.00,801.00,7.00,15.07
239.60,359.40,0.00,185.70,0.00,941.60,664.30,28.00,39.44
332.50,142.50,0.00,228.00,0.00,932.00,594.00,28.00,33.02
140.00,133.00,103.00,200.00,7.00,916.00,753.00,28.00,36.44
148.00,0.00,182.00,181.00,15.00,839.00,884.00,28.00,15.52
160.20,0.30,240.00,233.50,9.20,781.00,841.10,28.00,36.19
439.00,177.00,0.00,186.00,11.10,884.90,707.90,3.00,39.30
237.50,237.50,0.00,228.00,0.00,932.00,594.00,7.00,26.26
135.70,203.50,0.00,185.70,0.00,1076.20,759.30,7.00,7.51
173.00,116.00,0.00,192.00,0.00,946.80,856.80,3.00,6.94
277.00,0.00,0.00,191.00,0.00,968.00,856.00,180.00,32.33
349.00,0.00,0.00,192.00,0.00,1047.00,806.00,3.00,14.99
145.00,106.00,136.00,208.00,10.00,751.00,883.00,28.00,26.02
238.10,0.00,0.00,185.70,0.00,1118.80,789.30,28.00,17.58
152.00,139.00,178.00,168.00,18.00,944.00,695.00,28.00,38.86
337.90,189.00,0.00,174.90,9.50,944.70,755.80,28.00,49.90
229.68,0.00,118.16,195.23,6.13,1028.10,757.63,14.00,22.32
295.80,0.00,0.00,185.70,0.00,1091.40,769.30,28.00,25.22
166.09,0.00,163.27,176.46,4.49,1058.60,780.09,100.00,33.54
231.75,0.00,121.62,173.96,6.72,1056.40,778.45,28.00,33.73
167.35,129.90,128.62,175.46,7.79,1006.30,746.60,14.00,31.81
166.09,0.00,163.27,176.46,4.49,1058.60,780.09,56.00,28.63
200.00,200.00,0.00,190.00,0.00,1145.00,660.00,28.00,49.25
142.00,130.00,167.00,174.00,11.00,883.00,785.00,28.00,36.72
295.00,106.00,136.00,206.00,11.00,750.00,766.00,28.00,41.01
296.00,0.00,0.00,192.00,0.00,1085.00,765.00,28.00,21.65
425.00,106.30,0.00,153.50,16.50,852.10,887.10,3.00,33.40
238.05,0.00,94.11,186.66,7.00,949.91,847.01,3.00,19.93
190.68,0.00,125.40,162.14,7.77,1090.00,804.01,28.00,26.40
291.00,104.00,0.00,231.00,9.00,857.00,725.00,28.00,30.43
251.81,0.00,99.94,146.14,12.35,1006.00,899.76,56.00,44.14
231.75,0.00,121.62,173.96,6.72,1056.40,778.45,3.00,15.44
401.80,94.70,0.00,147.40,11.40,946.80,852.10,91.00,75.50
181.38,0.00,167.01,169.59,7.56,1055.60,777.80,100.00,45.37
313.00,124.00,0.00,205.00,11.00,846.00,758.00,28.00,29.63
266.00,114.00,0.00,228.00,0.00,932.00,670.00,365.00,52.91
331.00,0.00,0.00,192.00,0.00,1025.00,821.00,7.00,17.44
140.20,30.50,239.00,169.40,5.30,1028.40,742.70,28.00,36.32
389.90,189.00,0.00,145.90,22.00,944.70,755.80,56.00,79.40
425.00,106.30,0.00,153.50,16.50,852.10,887.10,3.00,33.40
